##=============================================================================
## Dados retirados do http://www.whoscored.com/Regions/250/Tournaments/30/Seasons/3871/Stages/8466/TeamStatistics/Europe-UEFA-Europa-League-2013-2014
## country: País de origem do jogador;
## team   : Time no qual joga;
## name   : Nome do jogador;
## pos    : Posição em que joga;
##   FW      : forward;
##   AM      : attack midfielder;
##   M       : midfielder;
##   DM      : defender midfielder;
##   D       : defender;
##   GK      : goalkeeper;
##   C, L, R : center, left, right;
## age    : Idade (anos);
## cm     : altura (cm);
## kg     : Peso (kg);
## apps   : Vezes que jogou como titular (vezes que jogou como substituto);
## goal   : Gols feitos;
## a      : Assistências ou passes para gol;
## yel    : Número de cartões amarelos;
## red    : Número de cartões vermelhos;
## spg    : Chutes a gol por partida;
## ps     : Porcentagem de passes com sucesso;
## aw     : Duelos aéreos ganho por jogo;
## mom    : Man of the match (homem da partida)??
## rt     : Average rating;
##=============================================================================
country	team	name	pos	age	cm	kg	apps	goal	ass	yel	red	spg	ps	aw	mom	rt
Belgium	Zulte-Waregem	Bruno Godeau	D	21	NA	NA	1	NA	NA	1	NA	1	77.8	NA	NA	7.04
Belgium	Zulte-Waregem	Bernard Malanda-Adje	D	19	181	NA	6	1	NA	2	NA	1.3	87.3	2	NA	7.01
Belgium	Zulte-Waregem	Karel D'Haene	D(C)	33	181	76	6	NA	NA	NA	NA	0.7	83.8	1.8	NA	6.77
Belgium	Zulte-Waregem	Sammy Bossut	GK	28	185	73	6	NA	NA	1	NA	NA	63.4	0.2	NA	6.77
Belgium	Zulte-Waregem	Ibrahima Conte	M	22	177	NA	6	NA	NA	1	NA	1.2	79.9	0.2	NA	6.63
Belgium	Zulte-Waregem	Sven Kums	DM(C)	26	178	65	6	NA	1	NA	NA	0.5	87.5	NA	NA	6.54
Belgium	Zulte-Waregem	Jens Naessens	FW	22	187	76	3(1)	NA	NA	1	NA	1	83.8	1.5	NA	6.49
Belgium	Zulte-Waregem	Steve Colpaert	D	27	176	71	4	NA	NA	1	NA	0.3	87.7	1	NA	6.46
Belgium	Zulte-Waregem	Mouhamadou Habib Ha...	FW	26	192	80	5	NA	NA	1	NA	2.2	80.6	1.2	NA	6.43
Belgium	Zulte-Waregem	Olafur Skulason	M	30	183	75	4	NA	NA	2	NA	0.5	82.4	1	NA	6.42
Belgium	Zulte-Waregem	Idrissa Sylla	FW	23	187	75	1(3)	NA	1	NA	NA	1	82.1	2	NA	6.38
Belgium	Zulte-Waregem	Frédéric Duplus	D(LR)	23	175	73	5	NA	NA	NA	NA	0.4	76	1.2	NA	6.25
Belgium	Zulte-Waregem	Raphael Caceres	FW	26	187	80	1(5)	NA	NA	NA	NA	2	69.1	0.5	NA	6.17
Belgium	Zulte-Waregem	Mamoutou N'Diaye	M	24	185	NA	0(4)	NA	NA	NA	NA	NA	86.7	NA	NA	6.13
Belgium	Zulte-Waregem	Bryan Verboom	D	22	175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Zulte-Waregem	Formose Mendy	D	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Zulte-Waregem	Mehdi Tarfi	M	20	175	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Zulte-Waregem	Sebastien Bruzzese	GK	25	184	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Zulte-Waregem	Theo Bongonda	FW	18	176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Portugal	P.Ferreira	Tony	D(R)	33	178	70	4	NA	NA	2	NA	0.5	76.4	1.5	1	7.28
Portugal	P.Ferreira	Hélder Lopes	D	25	179	66	3	NA	NA	NA	NA	NA	75	1.3	NA	7.18
Portugal	P.Ferreira	Ricardo	D(C)	33	185	77	5	NA	NA	1	NA	0.4	84.6	1.6	NA	7.02
Portugal	P.Ferreira	Matías Degra	GK	30	191	88	2	NA	NA	1	NA	NA	54.1	0.5	1	6.96
Portugal	P.Ferreira	Gregory	D(C)	33	187	87	1	NA	NA	NA	NA	1	86	6	NA	6.94
Portugal	P.Ferreira	Carlão	FW	27	190	78	1	NA	NA	NA	NA	3	73.1	3	NA	6.9
Portugal	P.Ferreira	Rodrigo Antonio	M	26	179	76	2(1)	NA	NA	NA	NA	NA	76.1	0.7	NA	6.85
Portugal	P.Ferreira	Tiago Valente	D(C)	28	186	82	5	NA	NA	2	NA	0.2	78.4	1.4	NA	6.8
Portugal	P.Ferreira	Filipe Anunciação	M	34	179	75	5	NA	NA	2	NA	0.6	86.2	0.8	NA	6.74
Portugal	P.Ferreira	António Filipe	GK	28	187	84	4	NA	NA	NA	NA	NA	52.8	NA	NA	6.73
Portugal	P.Ferreira	Manuel José	AM(R)	33	177	75	5	NA	NA	NA	NA	1.6	81	0.6	NA	6.68
Portugal	P.Ferreira	Jean Seri	M(C)	22	165	71	5(1)	NA	1	1	NA	1	84.5	0.5	NA	6.67
Portugal	P.Ferreira	Bebé	FW	23	190	75	4(1)	NA	NA	NA	NA	2.6	79.3	0.8	NA	6.56
Portugal	P.Ferreira	Sergio Oliveira	M	21	181	72	1(4)	NA	NA	NA	NA	1	76.7	NA	NA	6.55
Portugal	P.Ferreira	Rui Miguel	M	30	176	70	3(1)	1	NA	1	NA	1.5	86.3	0.5	NA	6.51
Portugal	P.Ferreira	Nuno Santos	FW	33	183	74	3	NA	NA	NA	NA	NA	80.2	1	NA	6.45
Portugal	P.Ferreira	André Leão	DM(C)	28	182	78	5	NA	NA	1	1	0.2	81.9	0.6	NA	6.39
Portugal	P.Ferreira	Paolo Hurtado	FW	23	177	68	2(2)	NA	NA	NA	NA	1	79.7	NA	NA	6.38
Portugal	P.Ferreira	Caetano	FW	22	165	57	1	NA	NA	NA	NA	1	100	NA	NA	6.28
Portugal	P.Ferreira	Rúben Ribeiro	D	26	175	67	3(2)	NA	NA	1	NA	0.6	84.6	0.4	NA	6.15
Portugal	P.Ferreira	Romeu	M	28	185	72	0(3)	NA	NA	NA	NA	NA	100	NA	NA	6.05
Portugal	P.Ferreira	Irobiso	FW	20	190	77	2(1)	NA	NA	1	NA	2	69.8	1	NA	6.04
Croatia	Dinamo Zagreb	Josip Calusic	D	20	184	NA	1	NA	NA	NA	NA	NA	88.9	2	NA	7.62
Croatia	Dinamo Zagreb	Grzegorz Sandomierski	GK	24	196	87	1	NA	NA	NA	NA	NA	66.7	NA	NA	7.17
Croatia	Dinamo Zagreb	Josip Simunic	D(C)	36	195	89	5	NA	NA	1	NA	0.2	91.2	2.2	NA	7.04
Croatia	Dinamo Zagreb	Arijan Ademi	DM(C)	23	183	79	4(1)	NA	1	2	NA	0.6	88.3	2	NA	6.94
Croatia	Dinamo Zagreb	Domagoj Antolic	M	23	180	73	3	NA	NA	1	NA	1.7	82.5	1.3	NA	6.86
Croatia	Dinamo Zagreb	Sammir	AM(C),FW	26	178	77	4	NA	NA	NA	NA	1	83.7	0.8	NA	6.86
Croatia	Dinamo Zagreb	Ivo Pinto	D(R)	24	184	73	6	NA	1	NA	NA	0.3	79.4	1.2	1	6.79
Croatia	Dinamo Zagreb	Josip Pivaric	D(L)	25	174	72	3	NA	NA	2	NA	0.3	83.8	0.3	NA	6.75
Croatia	Dinamo Zagreb	Jerko Leko	M	33	188	76	1	NA	NA	NA	NA	1	86.2	NA	NA	6.73
Croatia	Dinamo Zagreb	Junior Fernandes	FW	25	181	78	5(1)	1	NA	NA	NA	2.3	67.6	1.8	NA	6.71
Croatia	Dinamo Zagreb	Lee Addy	D	23	175	73	3	NA	NA	NA	NA	NA	81.1	1	NA	6.68
Croatia	Dinamo Zagreb	Marcelo Brozovic	AM(C)	21	180	65	5(1)	NA	NA	NA	NA	2.5	82.2	0.8	NA	6.64
Croatia	Dinamo Zagreb	Soudani	FW	26	182	75	4	NA	NA	NA	NA	3.8	74.2	0.3	NA	6.63
Croatia	Dinamo Zagreb	Fatos Beqiraj	FW	25	183	82	1(2)	1	NA	NA	NA	2	83.3	0.3	NA	6.54
Croatia	Dinamo Zagreb	Duje Cop	FW	24	180	75	2(3)	1	NA	NA	NA	2.4	76.2	1.4	NA	6.5
Croatia	Dinamo Zagreb	Ruben Lima	D	24	176	69	4(1)	NA	NA	1	NA	NA	79.3	1.2	NA	6.46
Croatia	Dinamo Zagreb	Alen Halilovic	M	17	169	61	1(4)	NA	NA	1	NA	0.8	76.9	NA	NA	6.35
Croatia	Dinamo Zagreb	Zvonko Pamic	M	23	184	79	3(1)	NA	NA	NA	NA	0.5	77.4	0.8	NA	6.35
Croatia	Dinamo Zagreb	Oliver Zelenika	GK	20	192	82	5	NA	NA	NA	NA	NA	51.8	0.2	NA	6.31
Croatia	Dinamo Zagreb	Jozo Simunovic	D	19	188	81	3(1)	NA	NA	NA	NA	NA	89.1	0.8	NA	6.21
Croatia	Dinamo Zagreb	Ante Rukavina	FW	27	187	77	1(1)	NA	NA	1	NA	0.5	75.5	2	NA	6.03
Croatia	Dinamo Zagreb	Said Husejinovic	M	25	178	75	0(1)	NA	NA	NA	NA	1	85.7	1	NA	5.9
Croatia	Dinamo Zagreb	Bakary Sare	M	23	182	77	1	NA	NA	1	NA	NA	75	NA	NA	5.73
Croatia	Dinamo Zagreb	Luka Capan	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croatia	Dinamo Zagreb	Marko Mikulic	GK	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Romania	Pandurii	Marian Pleasca	M	24	172	65	2	NA	NA	NA	NA	1	79.1	NA	NA	7.22
Romania	Pandurii	Erico	D	NA	185	81	5	NA	NA	2	NA	1.4	62	3.4	NA	7.14
Romania	Pandurii	Paraskevas Christou	D(C)	30	185	78	6	NA	1	1	NA	0.2	84.5	2.5	NA	7.11
Romania	Pandurii	Eric Pereira	M	28	177	78	6	2	NA	NA	NA	3	79.3	0.7	NA	7.09
Romania	Pandurii	João Pedro Mingote	GK	33	184	80	2(1)	NA	NA	1	NA	NA	50	NA	NA	7.08
Romania	Pandurii	Bogdan Ungurusan	D	31	178	73	4	NA	NA	1	NA	0.8	81.1	0.8	NA	7.04
Romania	Pandurii	Iulian Mamele	D	24	182	78	1(1)	NA	NA	NA	NA	NA	86.3	1	NA	6.8
Romania	Pandurii	Marko Momcilovic	D(L)	26	185	82	6	1	NA	1	NA	0.7	77	0.5	1	6.76
Romania	Pandurii	Paul Anton	M	22	185	79	4	NA	NA	2	NA	0.8	81.3	1	NA	6.55
Romania	Pandurii	Viorel Nicoara	M	26	178	70	2(1)	NA	NA	NA	NA	4.7	86.1	1	NA	6.53
Romania	Pandurii	Alin Buleica	D	22	178	77	4(2)	NA	1	NA	NA	2	79.5	0.3	NA	6.48
Romania	Pandurii	Razvan Stanca	GK	34	187	73	4	NA	NA	NA	NA	NA	74.4	NA	NA	6.48
Romania	Pandurii	Admir Adrovic	FW	25	186	80	2	NA	NA	2	NA	1.5	72.1	3.5	NA	6.43
Romania	Pandurii	Alexandru Ciucur	M	24	178	73	4(1)	NA	NA	1	NA	1	82.3	0.2	NA	6.37
Romania	Pandurii	David Distefano	M	26	175	72	1(4)	NA	NA	NA	NA	0.2	81.7	0.4	NA	6.36
Romania	Pandurii	Alex dos Santos	FW	23	181	77	3(2)	NA	NA	1	NA	1.4	76.3	1.6	NA	6.35
Romania	Pandurii	Deivydas Matulevicius	FW	24	190	83	2	NA	NA	1	NA	1	79.6	3.5	NA	6.34
Romania	Pandurii	Nicandro Breeveld	DM(C)	27	174	70	6	NA	NA	1	NA	0.8	83.4	1.2	NA	6.31
Romania	Pandurii	Ionut Rada	D	24	188	85	1	NA	NA	NA	NA	NA	91.9	1	NA	6.09
Romania	Pandurii	Paulinho	M	29	175	60	0(2)	NA	NA	1	NA	NA	81.8	NA	NA	6.06
Romania	Pandurii	Calin Cristea	M	25	182	78	1(2)	NA	NA	NA	NA	1	86.2	0.3	NA	6.03
Romania	Pandurii	Sipo	D	26	178	70	0(1)	NA	NA	NA	NA	NA	100	NA	NA	5.9
Romania	Pandurii	Andrei Pitian	M	18	NA	NA	0(1)	NA	NA	NA	NA	NA	83.3	NA	NA	5.83
Romania	Pandurii	Bogdan Danaricu	M	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprus	Apollon Limassol	Isli Hidi	GK	33	191	85	2	NA	NA	NA	NA	NA	50.9	0.5	1	7.18
Cyprus	Apollon Limassol	Abraham Guié Gneki	FW	27	180	70	1(1)	1	NA	NA	NA	1	90	0.5	NA	7.17
Cyprus	Apollon Limassol	Marios Stylianou	M	21	182	75	3	NA	NA	1	NA	0.3	72.3	1.3	NA	7.11
Cyprus	Apollon Limassol	Giorgos Vasiliou	D(L)	29	175	72	5	NA	1	2	NA	NA	70.2	NA	NA	6.95
Cyprus	Apollon Limassol	Giorgos Merkis	D(C)	29	183	78	6	NA	NA	1	NA	0.7	79.7	1.7	NA	6.92
Cyprus	Apollon Limassol	Rachid Hamdani	M	28	176	65	4	NA	NA	NA	NA	NA	85.5	0.8	NA	6.86
Cyprus	Apollon Limassol	Christos Karipidis	D	31	184	79	4	NA	NA	1	NA	0.3	92.5	1.8	NA	6.8
Cyprus	Apollon Limassol	David Rojas Mena	D	22	NA	NA	2	NA	NA	NA	NA	0.5	69.6	1.5	NA	6.74
Cyprus	Apollon Limassol	Fotis Papoulis	FW	29	175	69	5	1	NA	NA	NA	1	74.4	0.4	NA	6.61
Cyprus	Apollon Limassol	Gastón Sangoy	FW	29	179	79	5(1)	3	1	2	1	3	60.8	0.8	NA	6.61
Cyprus	Apollon Limassol	Marcos Gullón	DM(C)	25	185	79	6	NA	NA	1	NA	0.3	84.2	1.3	NA	6.61
Cyprus	Apollon Limassol	Roberto	FW	34	190	81	5(1)	NA	1	1	NA	0.7	63.2	4.3	NA	6.48
Cyprus	Apollon Limassol	Bruno Vale	GK	30	193	84	4	NA	NA	NA	NA	NA	63.5	0.5	NA	6.47
Cyprus	Apollon Limassol	Camel Meriem	AM(CR)	34	174	70	3(3)	NA	NA	NA	NA	0.5	83.9	0.2	NA	6.39
Cyprus	Apollon Limassol	Charis Kyriakou	M	19	NA	NA	2	NA	NA	NA	NA	NA	86.5	NA	NA	6.38
Cyprus	Apollon Limassol	Ovidiu Dananae	D	28	180	76	2	NA	NA	NA	NA	NA	75	1	NA	6.32
Cyprus	Apollon Limassol	Bertrand Robert	M	30	174	68	2(1)	NA	NA	NA	NA	NA	86.8	0.3	NA	6.3
Cyprus	Apollon Limassol	Alex Konstantinou	FW	21	188	78	2(3)	NA	NA	1	NA	NA	76.7	0.2	NA	6.27
Cyprus	Apollon Limassol	Catalá	D(L)	29	175	72	1(1)	NA	NA	NA	NA	NA	70.7	0.5	NA	6.17
Cyprus	Apollon Limassol	Doneil Henry	D(C)	20	188	82	0(2)	NA	NA	NA	NA	NA	NA	NA	NA	5.99
Cyprus	Apollon Limassol	Stefan Grigorie	M	32	178	73	1(2)	NA	NA	1	NA	NA	84.8	NA	NA	5.98
Cyprus	Apollon Limassol	Angelis Charalambous	D	24	185	76	1(1)	NA	NA	NA	NA	0.5	92.9	1.5	NA	5.86
Cyprus	Apollon Limassol	Andreas Stavrou	M	25	170	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprus	Apollon Limassol	Michalis Fani	GK	33	185	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Switzerland	Thun	Fulvio Sulmoni	D	28	181	71	3	NA	NA	1	NA	NA	90.6	3	NA	7.36
Switzerland	Thun	Benjamin Lüthi	D(R)	25	176	71	6	NA	1	2	NA	0.7	70.3	1	NA	6.97
Switzerland	Thun	Sekou Sanogo Junior	M	24	183	78	3	NA	NA	NA	NA	1.3	86.4	0.7	NA	6.89
Switzerland	Thun	Andreas Wittwer	D	23	180	77	5	NA	1	1	NA	1	79.2	0.8	NA	6.86
Switzerland	Thun	Luca Zuffi	M	24	180	70	3(1)	NA	1	2	NA	0.3	76.3	1.8	NA	6.71
Switzerland	Thun	Lukas Schenkel	D	29	183	81	4(1)	NA	NA	1	NA	0.2	85.8	2.2	NA	6.66
Switzerland	Thun	Christian Schneuwly	M	26	178	74	4(1)	1	NA	3	NA	2.2	78.8	0.4	1	6.65
Switzerland	Thun	Dennis Hediger	DM(C)	27	175	71	6	NA	NA	1	NA	1	78.2	0.8	NA	6.6
Switzerland	Thun	Enrico Schirinzi	M	29	177	70	3	NA	NA	1	NA	0.7	68.6	NA	NA	6.6
Switzerland	Thun	Josef Martinez	FW	20	170	68	3(2)	1	NA	1	NA	1.6	68.1	1.4	NA	6.55
Switzerland	Thun	Thomas Reinmann	D(C)	30	176	75	5	NA	NA	NA	NA	NA	88.9	0.6	NA	6.51
Switzerland	Thun	Cássio	FW	27	192	85	2(1)	NA	NA	NA	NA	2.3	73.7	0.3	NA	6.48
Switzerland	Thun	Michael Siegfried	D	26	188	79	3	NA	NA	NA	NA	0.7	74.8	2	NA	6.42
Switzerland	Thun	Berat Sadik	FW	27	192	90	1(5)	1	NA	NA	NA	1.5	64.6	1.8	NA	6.41
Switzerland	Thun	Marco Schneuwly	FW	29	183	82	5(1)	NA	NA	NA	NA	2.5	68.8	2.3	NA	6.37
Switzerland	Thun	Guillaume Faivre	GK	27	189	82	5	NA	NA	NA	NA	NA	61.3	0.2	NA	6.31
Switzerland	Thun	David Moser	GK	25	185	78	1	NA	NA	NA	NA	NA	83.3	NA	NA	6.22
Switzerland	Thun	Milos Krstic	M	27	179	73	1(1)	NA	NA	NA	NA	1.5	78.6	0.5	NA	6.21
Switzerland	Thun	Nelson Ferreira	M	31	175	71	3(3)	NA	NA	NA	NA	1.3	75	0.2	NA	6.18
Switzerland	Thun	Mathieu Salamand	M	22	179	70	0(1)	NA	NA	NA	NA	1	33.3	NA	NA	5.36
Switzerland	Thun	David Frey	M	23	178	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Switzerland	Thun	Kevin Bigler	M	21	182	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Switzerland	Thun	Nicolas Schindelholz	D	26	180	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyprus	APOEL Nicosia	Marcelo de Oliveira	D(C)	32	186	78	5	NA	NA	3	NA	0.6	87.1	2.2	1	7.11
Cyprus	APOEL Nicosia	Kostakis Artymatas	M	20	NA	NA	1	NA	NA	NA	NA	1	97.9	NA	NA	7.03
Cyprus	APOEL Nicosia	Urko Pardo	GK	31	189	85	5	NA	NA	1	NA	NA	46.8	0.6	1	6.9
Cyprus	APOEL Nicosia	João Guilherme	D(C)	27	184	74	4	NA	NA	2	NA	0.5	80.6	2.8	NA	6.89
Cyprus	APOEL Nicosia	Aritz Borda	D(C)	29	189	77	5	NA	NA	1	NA	NA	84.3	1.8	NA	6.88
Cyprus	APOEL Nicosia	Esmael	FW	22	184	73	3(1)	1	NA	1	NA	2.5	65.6	2	NA	6.86
Cyprus	APOEL Nicosia	Marios Antoniades	D	23	182	68	1	NA	NA	NA	NA	NA	94.7	NA	NA	6.86
Cyprus	APOEL Nicosia	Dionisis Chiotis	GK	36	184	80	1	NA	NA	NA	NA	NA	68.4	1	NA	6.76
Cyprus	APOEL Nicosia	Nuno Morais	DM(C)	30	185	76	6	1	NA	NA	NA	0.8	84.3	0.3	NA	6.66
Cyprus	APOEL Nicosia	Efstathios Aloneftis	M	31	166	62	5	NA	1	NA	NA	1.6	71.8	0.2	NA	6.64
Cyprus	APOEL Nicosia	Hélder Cabral	D	29	179	72	3(1)	NA	NA	NA	NA	0.3	73.8	0.8	NA	6.64
Cyprus	APOEL Nicosia	Vinicius	M	27	186	74	4(2)	NA	NA	2	NA	0.3	86.6	1.2	NA	6.61
Cyprus	APOEL Nicosia	Mário Sérgio	D(R)	32	174	70	5	NA	1	NA	NA	NA	79.9	0.2	NA	6.6
Cyprus	APOEL Nicosia	Christian	M	24	NA	NA	2(1)	NA	NA	1	NA	0.3	70.1	0.7	NA	6.45
Cyprus	APOEL Nicosia	Selim Benachour	AM(C)	32	170	73	0(2)	NA	NA	NA	NA	0.5	76.5	NA	NA	6.38
Cyprus	APOEL Nicosia	Konstantinos Charalamb...	AM(R)	32	173	67	5	NA	NA	2	NA	0.4	76.1	0.8	NA	6.37
Cyprus	APOEL Nicosia	Anthos Solomou	M	28	181	79	2(1)	NA	NA	1	NA	0.3	87.7	NA	NA	6.3
Cyprus	APOEL Nicosia	Cillian Sheridan	FW	25	196	87	1(2)	NA	NA	NA	NA	NA	67.6	1.7	NA	6.28
Cyprus	APOEL Nicosia	Nektarious Alexandrou	M(L)	30	182	76	4(1)	1	NA	NA	NA	0.4	75.8	0.2	NA	6.21
Cyprus	APOEL Nicosia	Tiago Gomes	M(C)	28	181	76	1(2)	NA	NA	NA	NA	0.7	78.3	NA	NA	6.08
Cyprus	APOEL Nicosia	Gustavo Manduca	AM(L)	33	182	78	1(2)	NA	NA	1	NA	0.3	77	0.3	NA	6.06
Cyprus	APOEL Nicosia	Pieros Sotiriou	FW	21	186	NA	1(2)	NA	NA	1	NA	1.7	77.6	1.3	NA	6.05
Cyprus	APOEL Nicosia	Mario Budimir	FW	28	193	85	1(1)	NA	NA	NA	1	0.5	70.6	0.5	NA	5.51
Cyprus	APOEL Nicosia	Tasos Kissas	GK	26	182	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	Legia Warszawa	Dusan Kuciak	GK	28	195	89	2	NA	NA	NA	NA	NA	53.3	NA	NA	7.08
Poland	Legia Warszawa	Tomasz Jodlowiec	D	29	189	85	5(1)	1	NA	2	NA	1.5	83.6	1.8	NA	7
Poland	Legia Warszawa	Lukasz Broz	D	28	180	74	2	NA	NA	NA	NA	1	85	1.5	NA	6.94
Poland	Legia Warszawa	Tomasz Brzyski	M	32	170	68	5(1)	1	1	NA	NA	1	69.3	0.3	1	6.92
Poland	Legia Warszawa	Dosa Júnior	D(C)	27	188	82	5	NA	NA	1	NA	0.8	90	4.2	NA	6.86
Poland	Legia Warszawa	Jakub Rzezniczak	D(C)	27	182	72	6	NA	NA	1	NA	0.5	88.1	1.7	NA	6.84
Poland	Legia Warszawa	Michal Zyro	M	21	189	78	2	NA	NA	NA	NA	1	76.9	1.5	NA	6.64
Poland	Legia Warszawa	Dominik Furman	DM(C)	21	181	75	4(2)	NA	NA	1	NA	1.7	87.8	0.3	NA	6.63
Poland	Legia Warszawa	Ivica Vrdoljak	M	30	187	83	4	NA	NA	NA	NA	1	82.3	2	NA	6.6
Poland	Legia Warszawa	Bartosz Bereszynski	D	21	182	72	3	NA	NA	NA	1	NA	75	1.3	NA	6.56
Poland	Legia Warszawa	Miroslav Radovic	M	30	182	76	3	NA	NA	NA	NA	2	80	0.3	NA	6.54
Poland	Legia Warszawa	Henrik Ojamaa	FW	22	176	77	3(3)	NA	NA	NA	NA	1.8	75.5	0.2	NA	6.41
Poland	Legia Warszawa	Michal Kucharczyk	FW	23	178	72	2(3)	NA	NA	NA	NA	1	74	1.2	NA	6.36
Poland	Legia Warszawa	Helio Pinto	M(C)	30	184	71	5	NA	NA	1	NA	1	84.9	0.2	NA	6.33
Poland	Legia Warszawa	Jakub Wawrzyniak	D(L)	30	188	84	2(1)	NA	NA	NA	NA	NA	74.5	1.3	NA	6.33
Poland	Legia Warszawa	Jakub Kosecki	M	23	168	59	3	NA	NA	1	NA	2.3	80.6	1	NA	6.32
Poland	Legia Warszawa	Iñaki Astiz	D	30	185	73	0(2)	NA	NA	NA	NA	NA	73.1	NA	NA	6.28
Poland	Legia Warszawa	Marek Saganowski	FW	35	178	78	1	NA	NA	NA	NA	NA	89.5	2	NA	6.27
Poland	Legia Warszawa	Vladimir Dvalishvili	FW	27	180	76	5	NA	NA	NA	NA	2.2	74.7	0.4	NA	6.12
Poland	Legia Warszawa	Patryk Mikita	FW	20	185	73	0(3)	NA	NA	1	NA	0.3	72.7	NA	NA	6.11
Poland	Legia Warszawa	Wojciech Skaba	GK	29	190	81	4	NA	NA	1	NA	NA	87.5	0.5	NA	5.94
Poland	Legia Warszawa	Daniel Lukasik	M	22	179	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	Legia Warszawa	Mateusz Cichocki	D	22	187	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	Legia Warszawa	Michal Kopczynski	M	21	180	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	Legia Warszawa	Oliwer Wienczatek	GK	20	188	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Poland	Legia Warszawa	Raphael Augusto	M(C)	23	181	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	Maribor	Dare Vrsic	M	29	182	83	0(2)	2	NA	NA	NA	1.5	69.2	NA	NA	7.13
Slovenia	Maribor	Marcos Tavares	AM(C)	30	177	82	6	2	2	1	NA	2	89.6	0.7	NA	7.02
Slovenia	Maribor	Dejan Mezga	AM(R)	28	175	71	6(1)	3	1	1	NA	1.3	80.9	NA	1	6.89
Slovenia	Maribor	Martin Milec	D(R)	22	174	71	7	1	2	1	1	0.3	79.7	0.1	NA	6.79
Slovenia	Maribor	Jean Philippe Mendy	FW	26	190	86	5(1)	NA	1	1	NA	1.8	66	3.2	NA	6.78
Slovenia	Maribor	Arghus	D(C)	26	189	81	8	NA	1	2	NA	0.4	85.9	1.1	NA	6.77
Slovenia	Maribor	Zeljko Filipovic	DM(C)	25	194	80	8	1	1	2	NA	0.9	84.5	0.9	1	6.71
Slovenia	Maribor	Matic Crnic	M	21	174	69	2(3)	1	1	1	NA	0.4	83.3	0.2	NA	6.64
Slovenia	Maribor	Aleksandar Rajcevic	D(C)	27	188	83	8	NA	NA	1	NA	0.3	90.6	1.6	NA	6.58
Slovenia	Maribor	Jasmin Handanovic	GK	36	197	95	8	NA	NA	NA	NA	NA	54.9	0.5	NA	6.46
Slovenia	Maribor	Ales Mertelj	DM(C)	27	183	79	7	1	NA	NA	1	1.3	81.4	1.3	NA	6.39
Slovenia	Maribor	Dejan Trajkovski	D	21	175	70	0(1)	NA	NA	NA	NA	1	75	NA	NA	6.32
Slovenia	Maribor	Goran Cvijanovic	M(L)	27	178	74	3(5)	NA	NA	2	NA	0.5	82.7	0.1	NA	6.3
Slovenia	Maribor	Damjan Bohar	FW	22	172	68	6(1)	NA	NA	1	NA	1.1	80.6	0.1	NA	6.29
Slovenia	Maribor	Mitja Viler	D(L)	27	180	75	6(1)	NA	NA	2	NA	1.1	73.3	0.3	NA	6.29
Slovenia	Maribor	Amir Dervisevic	M	21	195	86	3(2)	NA	NA	1	NA	0.8	81.1	0.6	NA	6.28
Slovenia	Maribor	Nusmir Fajic	FW	27	190	82	3(4)	1	NA	NA	NA	0.9	73.3	0.7	NA	6.26
Slovenia	Maribor	Luka Zahovic	FW	18	NA	NA	0(1)	NA	NA	NA	NA	NA	80	NA	NA	6.11
Slovenia	Maribor	Ranko Moravac	M	19	173	69	0(2)	NA	NA	NA	NA	NA	62.5	NA	NA	6.05
Slovenia	Maribor	Ales Mejac	D(L)	31	180	71	2	NA	NA	1	NA	1	77.3	NA	NA	6.04
Slovenia	Maribor	Alijaz Cotman	GK	19	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	Maribor	Damjan Vuklisevic	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	Maribor	Marko Pridigar	GK	28	188	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	Maribor	Nejc Mevlja	M	23	189	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	Maribor	Nejc Potokar	D	25	189	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
