ano	uf	cod	mun	bran1	bran2	nulo1	nulo2	vali1	vali2
1989	BA	2919801	Macaúbas	619	348	680	270	13040	13505
1989	BA	2919900	Macururé	93	73	152	47	2754	2605
1989	BA	2919926	Madre de Deus	101	37	308	129	3122	3202
1989	BA	2919959	Maetinga	117	76	186	53	1902	1826
1989	BA	2920007	Maiquinique	134	43	160	64	2898	2850
1989	BA	2920106	Mairi	405	274	936	410	7744	7873
1989	BA	2920205	Malhada	218	64	369	50	3338	2247
1989	BA	2920304	Malhada de Pedras	74	48	240	88	2307	2211
1989	BA	2920403	Manoel Vitorino	385	191	716	154	4930	4280
1989	BA	2920452	Mansidão	85	31	126	65	2956	2793
1989	BA	2920502	Maracás	241	145	816	275	6197	5965
1989	BA	2920601	Maragogipe	789	638	2593	1038	14461	15027
1989	BA	2920700	Maraú	159	79	663	262	3256	3287
1989	BA	2920809	Marcionílio Souza	145	113	323	110	3436	3488
1989	BA	2920908	Mascote	304	134	767	205	6084	5948
1989	BA	2921005	Mata de São João	787	459	1911	1074	11695	12338
1989	BA	2921054	Matina	592	68	424	28	3131	1997
1989	BA	2921104	Medeiros Neto	378	266	728	329	10525	10736
1989	BA	2921203	Miguel Calmon	528	345	1610	556	9359	10422
1989	BA	2921302	Milagres	207	113	653	279	3960	4109
1989	BA	2921401	Mirangaba	414	217	587	183	4546	4692
1989	BA	2921450	Mirante	289	8	339	7	1780	689
1989	BA	2921500	Monte Santo	712	370	1515	715	14188	14275
1989	BA	2921609	Morpará	133	68	213	80	3078	2882
1989	BA	2921708	Morro do Chapéu	371	252	1151	415	9052	10003
1989	BA	2921807	Mortugaba	188	70	212	50	4436	3693
1989	BA	2921906	Mucugê	131	51	135	53	2420	2494
1989	BA	2922003	Mucuri	383	244	491	220	5546	5794
1989	BA	2922052	Mulungu do Morro	232	111	295	56	3630	3302
1989	BA	2922102	Mundo Novo	424	293	1272	418	8616	9220
1989	BA	2922201	Muniz Ferreira	262	178	836	295	3899	4012
1989	BA	2922250	Muquém de São Francisco	159	26	264	14	1676	1222
1989	BA	2922300	Muritiba	279	198	1269	612	8060	8244
1989	BA	2922409	Mutuípe	319	177	1623	533	6733	7782
1989	BA	2922508	Nazaré	483	337	2023	976	10176	10650
1989	BA	2922607	Nilo Peçanha	176	105	384	163	3190	3225
1989	BA	2922656	Nordestina	227	113	348	133	2695	2948
1989	BA	2922706	Nova Canaã	240	109	619	185	5678	5395
1989	BA	2922730	Nova Fátima	285	57	290	58	2972	2634
1989	BA	2922755	Nova Ibiá	198	22	137	33	1471	1266
1989	BA	2922805	Nova Itarana	199	144	317	121	2607	2587
1989	BA	2922854	Nova Redenção	170	35	299	49	3645	3030
1989	BA	2922904	Nova Soure	505	286	1134	515	8514	9039
1989	BA	2923001	Nova Viçosa	492	328	890	375	8023	8344
1989	BA	2923035	Novo Horizonte	272	57	238	42	3438	3076
1989	BA	2923050	Novo Triunfo	442	55	282	33	2569	3029
1989	BA	2923100	Olindina	514	359	834	339	7889	8233
1989	BA	2923209	Oliveira dos Brejinhos	285	185	492	174	7345	7298
1989	BA	2923308	Ouriçangas	262	174	505	233	3152	3277
1989	BA	2923357	Ourolândia	385	46	538	50	4592	4508
1989	BA	2923407	Palmas de Monte Alto	487	162	913	256	6001	6328
1989	BA	2923506	Palmeiras	108	82	224	76	2998	3097
1989	BA	2923605	Paramirim	265	123	375	105	6814	7162
1989	BA	2923704	Paratinga	368	212	515	230	8538	8100
1989	BA	2923803	Paripiranga	421	265	628	232	9030	9412
1989	BA	2923902	Pau Brasil	205	145	469	163	5983	5794
1989	BA	2924009	Paulo Afonso	528	502	1803	1043	32453	32470
1989	BA	2924058	Pé de Serra	241	89	712	202	4927	5003
1989	BA	2924108	Pedrão	238	142	638	251	3045	3010
1989	BA	2924207	Pedro Alexandre	316	271	318	143	3084	3285
1989	BA	2924306	Piatã	211	127	551	176	5923	6530
1989	BA	2924405	Pilão Arcado	240	230	447	200	7479	8456
1989	BA	2924504	Pindaí	NA	NA	NA	NA	NA	NA
1989	BA	2924603	Pindobaçu	234	148	461	176	5582	5746
1989	BA	2924652	Pintadas	200	102	613	262	3469	3291
1989	BA	2924678	Piraí do Norte	205	46	360	95	1756	1480
1989	BA	2924702	Piripá	48	108	80	43	1500	2151
1989	BA	2924801	Piritiba	269	129	844	274	6548	7025
1989	BA	2924900	Planaltino	167	104	367	158	2617	2619
1989	BA	2925006	Planalto	348	191	722	225	6884	6662
1989	BA	2925105	Poções	723	360	1163	505	10651	10251
1989	BA	2925204	Pojuca	786	450	2407	1363	11286	11730
1989	BA	2925253	Ponto Novo	401	97	495	126	4057	3577
1989	BA	2925303	Porto Seguro	246	110	639	271	7686	7390
1989	BA	2925402	Potiraguá	195	71	463	208	3711	3567
1989	BA	2925501	Prado	292	124	929	328	6083	6119
1989	BA	2925600	Presidente Dutra	193	111	251	93	5944	6044
1989	BA	2925709	Presidente Jânio Quadros	126	108	177	46	2193	2379
1989	BA	2925758	Presidente Tancredo Neves	644	140	1245	256	5209	4650
1989	BA	2925808	Queimadas	520	250	1144	424	8363	8993
1989	BA	2925907	Quijingue	369	232	561	477	8373	8306
1989	BA	2925931	Quixabeira	563	86	374	60	2799	2565
1989	BA	2925956	Rafael Jambeiro	729	391	1586	448	6636	7364
1989	BA	2926004	Remanso	330	245	797	310	12133	12711
1989	BA	2926103	Retirolândia	272	214	699	235	4541	4724
1989	BA	2926202	Riachão das Neves	397	239	779	256	6956	6744
1989	BA	2926301	Riachão do Jacuípe	403	293	1540	562	12573	12840
1989	BA	2926400	Riacho de Santana	401	235	759	260	6408	7059
1989	BA	2926509	Ribeira do Amparo	289	166	455	222	4183	4597
1989	BA	2926608	Ribeira do Pombal	725	451	1496	550	13810	14782
1989	BA	2926657	Ribeirão do Largo	290	55	286	28	2261	1402
1989	BA	2926707	Rio de Contas	186	135	329	178	6414	6593
1989	BA	2926806	Rio do Antônio	198	89	355	109	4598	4676
1989	BA	2926905	Rio do Pires	113	49	197	46	4536	4466
1989	BA	2927002	Rio Real	485	259	1045	563	8211	8745
1989	BA	2927101	Rodelas	32	22	50	26	2089	2056
1989	BA	2927200	Ruy Barbosa	380	351	1379	537	10344	10715
1989	BA	2927309	Salinas da Margarida	144	111	625	303	3805	3831
1989	BA	2927408	Salvador	10936	9508	106401	65984	787276	807001
1989	BA	2927507	Santa Bárbara	377	232	1561	644	8113	8359
1989	BA	2927606	Santa Brígida	252	245	386	168	4335	4398
1989	BA	2927705	Santa Cruz Cabrália	48	21	123	63	1547	1454
1989	BA	2927804	Santa Cruz da Vitória	78	39	269	88	2027	2089
1989	BA	2927903	Santa Inês	246	159	524	179	4244	4174
1989	BA	2928000	Santaluz	521	289	1655	846	10114	10524
1989	BA	2928059	Santa Luzia	211	102	667	331	4890	4514
1989	BA	2928109	Santa Maria da Vitória	597	378	778	276	12529	12568
1989	BA	2928208	Santana	430	209	524	184	9312	9367
1989	BA	2928307	Santanópolis	339	222	698	294	3833	3914
1989	BA	2928406	Santa Rita de Cássia	NA	NA	NA	NA	NA	NA
1989	BA	2928505	Santa Teresinha	203	105	448	168	3004	2938
1989	BA	2928604	Santo Amaro	894	655	3713	1762	21857	22816
1989	BA	2928703	Santo Antônio de Jesus	878	647	3569	1964	24431	24649
1989	BA	2928802	Santo Estêvão	872	544	2114	821	13155	14067
1989	BA	2928901	São Desidério	257	195	326	166	4931	4888
1989	BA	2928950	São Domingos	310	54	265	68	3026	2476
1989	BA	2929008	São Félix	289	225	978	456	5458	5637
1989	BA	2929057	São Félix do Coribe	308	61	337	72	5593	3967
1989	BA	2929107	São Felipe	590	360	1108	704	8499	8324
1989	BA	2929206	São Francisco do Conde	326	230	1557	688	10919	11209
1989	BA	2929255	São Gabriel	221	110	411	143	6226	6372
1989	BA	2929305	São Gonçalo dos Campos	749	606	2427	754	12634	13666
1989	BA	2929354	São José da Vitória	193	49	292	66	2688	2610
1989	BA	2929370	São José do Jacuípe	405	63	463	121	3050	2790
1989	BA	2929404	São Miguel das Matas	181	80	577	198	3707	3585
1989	BA	2929503	São Sebastião do Passé	535	414	2284	1207	15290	15741
1989	BA	2929602	Sapeaçu	416	209	1058	452	6420	6804
1989	BA	2929701	Sátiro Dias	345	192	429	204	4447	4566
1989	BA	2929750	Saubara	317	131	454	203	3574	3538
1989	BA	2929800	Saúde	281	188	363	127	5401	5351
1989	BA	2929909	Seabra	304	207	601	192	10515	11073
1989	BA	2930006	Sebastião Laranjeiras	109	45	227	71	3316	2787
1989	BA	2930105	Senhor do Bonfim	1126	728	2822	1412	25203	26278
1989	BA	2930154	Serra do Ramalho	372	75	1694	210	8653	7837
1989	BA	2930204	Sento Sé	280	189	363	143	7911	7797
1989	BA	2930303	Serra Dourada	276	175	501	154	5720	5795
1989	BA	2930402	Serra Preta	479	243	1468	643	7350	7372
1989	BA	2930501	Serrinha	1231	925	4217	1778	26404	27843
1989	BA	2930600	Serrolândia	215	142	663	232	4689	5018
1989	BA	2930709	Simões Filho	1141	705	4611	2487	30335	31443
1989	BA	2930758	Sítio do Mato	86	23	313	52	2805	2453
1989	BA	2930766	Sítio do Quinto	478	74	582	48	3592	4250
1989	BA	2930774	Sobradinho	323	145	754	278	9068	9137
1989	BA	2930808	Souto Soares	149	89	281	110	3898	3807
1989	BA	2930907	Tabocas do Brejo Velho	132	65	160	58	3599	3174
1989	BA	2931004	Tanhaçu	247	141	414	112	7559	6766
1989	BA	2931053	Tanque Novo	159	74	323	93	3891	3998
1989	BA	2931103	Tanquinho	273	127	716	244	5294	5159
1989	BA	2931202	Taperoá	405	263	1535	510	4882	5600
1989	BA	2931301	Tapiramutá	221	109	431	189	2913	3490
1989	BA	2931350	Teixeira de Freitas	867	564	1973	887	26816	27031
1989	BA	2931400	Teodoro Sampaio	210	122	726	340	3863	4150
1989	BA	2931509	Teofilândia	464	270	1101	447	6615	6967
1989	BA	2931608	Teolândia	283	124	689	228	3655	3393
1989	BA	2931707	Terra Nova	338	225	986	411	4964	5277
1989	BA	2931806	Tremedal	205	70	283	109	2700	3526
1989	BA	2931905	Tucano	922	539	1511	491	14024	14425
1989	BA	2932002	Uauá	236	84	803	127	9699	6084
1989	BA	2932101	Ubaíra	459	156	1366	480	5777	6650
1989	BA	2932200	Ubaitaba	276	199	1104	467	8065	8050
1989	BA	2932309	Ubatã	523	363	1757	639	9593	9925
1989	BA	2932408	Uibaí	141	89	313	130	5508	5496
1989	BA	2932457	Umburanas	219	38	419	34	3586	3069
1989	BA	2932507	Una	362	172	1110	396	6929	6857
1989	BA	2932606	Urandi	244	136	348	115	5616	5027
1989	BA	2932705	Uruçuca	503	332	1897	727	9366	9692
1989	BA	2932804	Utinga	223	153	566	194	4562	4697
1989	BA	2932903	Valença	972	713	4060	1808	19666	20972
1989	BA	2933000	Valente	299	245	918	499	7696	7524
1989	BA	2933059	Várzea da Roça	217	161	468	188	3838	4066
1989	BA	2933109	Várzea do Poço	216	119	451	183	3817	3992
1989	BA	2933158	Várzea Nova	236	201	662	257	4964	5326
1989	BA	2933174	Varzedo	373	159	784	170	3192	2831
1989	BA	2933208	Vera Cruz	270	232	1552	768	8754	9011
1989	BA	2933257	Vereda	305	83	432	57	3247	5124
1989	BA	2933307	Vitória da Conquista	2022	1378	6734	4659	76933	74392
1989	BA	2933406	Wagner	152	57	299	80	2149	2423
1989	BA	2933455	Wanderley	139	44	177	75	3763	3858
1989	BA	2933505	Wenceslau Guimarães	248	161	728	173	4278	4322
1989	BA	2933604	Xique-Xique	424	279	1115	357	11126	12335
1989	BA	2999919	Trancoso	NA	NA	NA	NA	NA	NA
1989	BA	2999929	Barcellos	NA	NA	NA	NA	NA	NA
1989	BA	2999939	Olivença	NA	NA	NA	NA	NA	NA
1989	BA	2999949	Villa Verde	NA	NA	NA	NA	NA	NA
1989	CE	2300101	Abaiara	115	65	223	106	3077	3143
1989	CE	2300150	Acarapé	128	90	332	153	4170	4329
1989	CE	2300200	Acaraú	460	376	952	341	12010	12748
1989	CE	2300309	Acopiara	645	513	1347	537	22146	22119
1989	CE	2300408	Aiuaba	169	143	232	96	5021	4817
1989	CE	2300507	Alcântaras	39	46	144	63	3903	3828
1989	CE	2300606	Altaneira	81	51	117	32	2406	2446
1989	CE	2300705	Alto Santo	142	96	312	127	6447	6484
1989	CE	2300754	Amontada	412	205	871	432	10086	10117
1989	CE	2300804	Antonina do Norte	116	61	124	39	2349	2381
1989	CE	2300903	Apuiarés	114	99	334	160	4663	4763
1989	CE	2301000	Aquiraz	717	456	1694	900	18243	19032
1989	CE	2301109	Aracati	665	534	1565	808	25572	25869
1989	CE	2301208	Aracoiaba	331	225	574	331	10525	10398
1989	CE	2301257	Ararendá	NA	NA	NA	NA	NA	NA
1989	CE	2301307	Araripe	221	106	336	118	6313	6592
1989	CE	2301406	Aratuba	139	98	252	175	4825	4527
1989	CE	2301505	Arneiroz	38	31	133	74	3211	3186
1989	CE	2301604	Assaré	275	169	402	132	7849	7874
1989	CE	2301703	Aurora	290	231	809	261	11178	11407
1989	CE	2301802	Baixio	68	53	130	55	2850	2838
1989	CE	2301851	Banabuiú	149	91	334	141	5183	5248
1989	CE	2301901	Barbalha	419	349	987	488	15372	15539
1989	CE	2301950	Barreira	122	101	374	186	5773	5857
1989	CE	2302008	Barro	189	155	430	191	8427	8366
1989	CE	2302057	Barroquinha	276	130	230	123	4592	4619
1989	CE	2302107	Baturité	270	228	1021	459	12009	12131
1989	CE	2302206	Beberibe	616	324	1245	588	13333	13799
1989	CE	2302305	Bela Cruz	185	138	306	189	8714	8714
1989	CE	2302404	Boa Viagem	596	325	1397	512	20173	20580
1989	CE	2302503	Brejo Santo	270	234	602	291	14606	14373
1989	CE	2302602	Camocim	624	475	899	529	18529	18189
1989	CE	2302701	Campos Sales	233	152	532	259	11331	11393
1989	CE	2302800	Canindé	416	298	1447	748	23303	22806
1989	CE	2302909	Capistrano	187	116	491	214	5951	6135
1989	CE	2303006	Caridade	186	121	402	200	6566	6210
1989	CE	2303105	Cariré	168	152	368	150	6988	6871
1989	CE	2303204	Caririaçu	242	146	762	352	8563	8568
1989	CE	2303303	Cariús	227	134	581	228	7417	7506
1989	CE	2303402	Carnaubal	129	94	180	98	4473	4437
1989	CE	2303501	Cascavel	510	369	1230	577	19002	19307
1989	CE	2303600	Catarina	38	32	132	47	3646	3568
1989	CE	2303659	Catunda	NA	NA	NA	NA	NA	NA
1989	CE	2303709	Caucaia	1429	1227	4968	2758	56611	57757
1989	CE	2303808	Cedro	348	220	661	319	12345	12339
1989	CE	2303907	Chaval	368	179	329	129	5708	5802
1989	CE	2303931	Choró	NA	NA	NA	NA	NA	NA
1989	CE	2303956	Chorozinho	241	197	496	240	7193	7194
1989	CE	2304004	Coreaú	172	140	261	131	8023	7838
1989	CE	2304103	Crateús	573	499	1690	973	29980	29917
1989	CE	2304202	Crato	1006	894	3023	1582	37201	37785
1989	CE	2304236	Croatá	170	88	270	85	4317	4510
1989	CE	2304251	Cruz	238	142	578	185	7976	8739
1989	CE	2304269	Deputado Irapuan Pinheiro	129	28	266	68	2904	3174
1989	CE	2304277	Ererê	48	38	73	20	2576	2624
1989	CE	2304285	Eusébio	343	162	771	411	8416	8616
1989	CE	2304301	Farias Brito	271	121	770	370	8648	9051
1989	CE	2304350	Forquilha	133	127	301	167	7403	7291
1989	CE	2304400	Fortaleza	6671	8104	39268	33689	724394	716342
1989	CE	2304459	Fortim	NA	NA	NA	NA	NA	NA
1989	CE	2304509	Frecheirinha	188	141	259	100	5451	5503
1989	CE	2304608	General Sampaio	113	44	148	82	3041	2703
1989	CE	2304657	Graça	175	95	144	81	4546	4381
1989	CE	2304707	Granja	581	315	810	432	12645	12972
1989	CE	2304806	Granjeiro	73	37	127	41	2477	2489
1989	CE	2304905	Groaíras	108	89	159	101	4698	4594
1989	CE	2304954	Guaiúba	180	247	369	240	6756	6604
1989	CE	2305001	Guaraciaba do Norte	384	301	437	232	9820	9676
1989	CE	2305100	Guaramiranga	78	42	141	59	2457	2457
1989	CE	2305209	Hidrolândia	92	60	378	131	6898	6849
1989	CE	2305233	Horizonte	223	166	466	218	7138	7264
1989	CE	2305266	Ibaretama	90	65	329	137	5290	5156
1989	CE	2305308	Ibiapina	177	279	646	484	7512	7225
1989	CE	2305332	Ibicuitinga	137	98	247	106	4778	4940
1989	CE	2305357	Icapuí	126	81	142	48	5303	5229
1989	CE	2305407	Icó	630	481	1382	604	20022	20448
1989	CE	2305506	Iguatu	797	690	2178	1226	31797	32195
1989	CE	2305605	Independência	310	248	573	302	11008	10717
1989	CE	2305654	Ipaporanga	87	63	228	128	4450	4406
1989	CE	2305704	Ipaumirim	137	76	262	94	4858	4971
1989	CE	2305803	Ipu	414	296	742	322	15457	15461
1989	CE	2305902	Ipueiras	332	175	778	427	13268	13318
1989	CE	2306009	Iracema	103	93	276	96	6055	6037
1989	CE	2306108	Irauçuba	206	131	388	171	7337	7228
1989	CE	2306207	Itaiçaba	86	55	107	51	3162	3176
1989	CE	2306256	Itaitinga	NA	NA	NA	NA	NA	NA
1989	CE	2306306	Itapagé	648	315	898	398	15437	15766
1989	CE	2306405	Itapipoca	781	678	2827	1105	27861	28302
1989	CE	2306504	Itapiúna	181	112	327	168	6250	6182
1989	CE	2306553	Itarema	300	146	723	203	6692	7311
1989	CE	2306603	Itatira	243	206	416	140	7423	7358
1989	CE	2306702	Jaguaretama	186	130	389	155	7953	8180
1989	CE	2306801	Jaguaribara	83	64	216	80	4387	4254
1989	CE	2306900	Jaguaribe	380	273	966	408	14745	14847
1989	CE	2307007	Jaguaruana	302	342	667	327	12111	12159
1989	CE	2307106	Jardim	212	126	424	166	11231	11324
1989	CE	2307205	Jati	90	76	181	81	4239	4064
1989	CE	2307254	Jijoca de Jericoacoara	NA	NA	NA	NA	NA	NA
1989	CE	2307304	Juazeiro do Norte	1274	1463	3300	2090	69737	69359
1989	CE	2307403	Jucás	263	166	505	226	9626	9798
1989	CE	2307502	Lavras da Mangabeira	345	281	710	295	13193	12915
1989	CE	2307601	Limoeiro do Norte	248	240	866	460	19985	20121
1989	CE	2307635	Madalena	84	47	190	100	4314	4124
1989	CE	2307650	Maracanaú	933	783	3941	2819	45855	46071
1989	CE	2307700	Maranguape	707	482	2463	1431	29577	30358
1989	CE	2307809	Marco	179	128	425	271	9016	8573
1989	CE	2307908	Martinópole	184	84	126	96	3397	3356
1989	CE	2308005	Massapê	207	222	634	295	10956	10548
1989	CE	2308104	Mauriti	546	333	718	258	13161	13621
1989	CE	2308203	Meruoca	219	211	404	255	4889	4694
1989	CE	2308302	Milagres	241	168	502	271	10431	10442
1989	CE	2308351	Milhã	141	32	347	95	5910	6082
1989	CE	2308377	Miraíma	107	36	173	96	3708	3713
1989	CE	2308401	Missão Velha	408	300	727	339	12555	12508
1989	CE	2308500	Mombaça	489	403	887	525	19155	18435
1989	CE	2308609	Monsenhor Tabosa	184	98	328	202	7751	7674
1989	CE	2308708	Morada Nova	758	477	1415	685	26707	26825
1989	CE	2308807	Moraújo	95	69	118	49	3491	3497
1989	CE	2308906	Morrinhos	147	98	228	92	6251	5975
1989	CE	2309003	Mucambo	165	124	328	281	5865	5764
1989	CE	2309102	Mulungu	103	63	289	133	4033	3969
1989	CE	2309201	Nova Olinda	110	93	262	117	4713	4793
1989	CE	2309300	Nova Russas	212	189	829	431	15597	15364
1989	CE	2309409	Novo Oriente	297	202	715	368	9822	9856
1989	CE	2309458	Ocara	316	185	496	223	7023	7064
1989	CE	2309508	Orós	492	267	757	308	10867	10926
1989	CE	2309607	Pacajus	471	361	1225	573	13899	14168
1989	CE	2309706	Pacatuba	464	407	1058	613	16111	16175
1989	CE	2309805	Pacoti	185	120	352	204	5089	5045
1989	CE	2309904	Pacujá	99	55	116	121	2788	2700
1989	CE	2310001	Palhano	126	87	181	117	3658	3712
1989	CE	2310100	Palmácia	178	130	442	285	5165	4999
1989	CE	2310209	Paracuru	229	151	656	337	7876	7924
1989	CE	2310258	Paraipaba	276	155	465	281	8487	8373
1989	CE	2310298	Cococi	NA	NA	NA	NA	NA	NA
1989	CE	2310308	Parambu	256	300	746	551	11431	11662
1989	CE	2310407	Paramoti	136	80	308	140	4590	4453
1989	CE	2310506	Pedra Branca	296	249	987	526	15582	15233
1989	CE	2310605	Penaforte	54	43	120	54	2979	2976
1989	CE	2310704	Pentecoste	341	231	859	447	12837	12826
1989	CE	2310803	Pereiro	93	74	293	113	5596	5636
1989	CE	2310852	Pindoretama	233	115	397	126	5227	5579
1989	CE	2310902	Piquet Carneiro	204	105	387	154	6429	6425
1989	CE	2310951	Pires Ferreira	100	49	124	45	3377	3370
1989	CE	2311009	Poranga	171	107	218	152	4567	4517
1989	CE	2311108	Porteiras	90	74	195	71	6590	6320
1989	CE	2311207	Potengi	92	49	187	60	3982	4061
1989	CE	2311231	Potiretama	37	53	75	33	2235	2158
1989	CE	2311264	Quiterianópolis	157	146	394	183	4847	5001
1989	CE	2311306	Quixadá	510	430	1923	951	32892	32554
1989	CE	2311355	Quixelô	111	104	414	199	7253	7080
1989	CE	2311405	Quixeramobim	483	317	1557	727	25434	25280
1989	CE	2311504	Quixeré	132	117	344	196	6422	6393
1989	CE	2311603	Redenção	254	205	662	353	10343	10464
1989	CE	2311702	Reriutaba	190	137	283	164	7720	7540
1989	CE	2311801	Russas	346	281	1251	839	22088	22028
1989	CE	2311900	Saboeiro	175	141	263	131	6939	7032
1989	CE	2311959	Salitre	63	34	69	53	2440	2389
1989	CE	2312007	Santana do Acaraú	209	172	311	132	10697	10330
1989	CE	2312106	Santana do Cariri	123	70	252	118	6516	6583
1989	CE	2312205	Santa Quitéria	291	209	921	364	17019	16959
1989	CE	2312304	São Benedito	407	360	741	441	13824	13495
1989	CE	2312403	São Gonçalo do Amarante	387	298	1167	558	13235	13294
1989	CE	2312502	São João do Jaguaribe	63	67	140	164	4844	4609
1989	CE	2312601	São Luís do Curu	151	160	381	191	5210	5162
1989	CE	2312700	Senador Pompeu	255	217	655	371	13128	12861
1989	CE	2312809	Senador Sá	40	35	110	37	2316	2334
1989	CE	2312908	Sobral	889	1003	2364	1576	54572	53559
1989	CE	2313005	Solonópole	207	90	479	156	7053	7434
1989	CE	2313104	Tabuleiro do Norte	178	116	620	250	12399	12671
1989	CE	2313203	Tamboril	271	198	669	252	10424	10603
1989	CE	2313252	Tarrafas	170	70	136	35	2510	2611
1989	CE	2313302	Tauá	331	245	1635	747	22287	22486
1989	CE	2313351	Tejuçuoca	112	91	219	86	4177	4214
1989	CE	2313401	Tianguá	533	580	669	444	16833	16565
1989	CE	2313500	Trairi	558	302	735	486	11958	11637
1989	CE	2313559	Tururu	136	143	337	181	5392	5232
1989	CE	2313609	Ubajara	155	150	604	186	9775	9985
1989	CE	2313708	Umari	103	76	141	54	3505	3544
1989	CE	2313757	Umirim	167	108	353	133	5855	5880
1989	CE	2313807	Uruburetama	214	139	437	225	8188	8199
1989	CE	2313906	Uruoca	146	91	192	114	3967	3956
1989	CE	2313955	Varjota	91	77	250	121	5863	5703
1989	CE	2314003	Várzea Alegre	217	218	807	373	14462	14507
1989	CE	2314102	Viçosa do Ceará	448	357	1000	525	14346	14905
1989	CE	2399919	Entre Rios	NA	NA	NA	NA	NA	NA
1989	CE	2399929	Mecejana	NA	NA	NA	NA	NA	NA
1989	CE	2399939	Vertentes	NA	NA	NA	NA	NA	NA
1989	DF	5300108	Brasília	4580	5830	18691	33943	759480	720743
1989	ES	3200102	Afonso Cláudio	699	340	1554	641	16669	17183
1989	ES	3200136	Águia Branca	122	66	201	100	4117	4067
1989	ES	3200169	Água Doce do Norte	159	121	603	204	6423	6093
1989	ES	3200201	Alegre	296	227	1158	586	15352	15450
1989	ES	3200300	Alfredo Chaves	81	71	285	187	6738	6727
1989	ES	3200359	Alto Rio Novo	118	61	181	87	3722	3573
1989	ES	3200409	Anchieta	146	106	230	207	7452	7279
1989	ES	3200508	Apiacá	130	72	240	138	3331	3434
1989	ES	3200607	Aracruz	472	363	1310	957	22543	22340
1989	ES	3200706	Atilio Vivacqua	109	100	299	171	5497	5472
1989	ES	3200805	Baixo Guandu	226	150	820	451	13620	13527
1989	ES	3200904	Barra de São Francisco	383	223	1136	420	17027	16446
1989	ES	3201001	Boa Esperança	81	72	386	167	6270	6199
1989	ES	3201100	Bom Jesus do Norte	99	88	204	157	4478	4358
1989	ES	3201159	Brejetuba	NA	NA	NA	NA	NA	NA
1989	ES	3201209	Cachoeiro de Itapemirim	766	822	3223	3147	65083	63608
1989	ES	3201308	Cariacica	2069	2090	7363	6049	112475	111339
1989	ES	3201407	Castelo	147	138	613	390	14275	14220
1989	ES	3201506	Colatina	540	567	2747	1950	53129	52279
1989	ES	3201605	Conceição da Barra	312	213	917	620	8413	8495
1989	ES	3201704	Conceição do Castelo	120	70	469	256	5057	5176
1989	ES	3201803	Divino de São Lourenço	79	36	116	66	2196	2131
1989	ES	3201902	Domingos Martins	340	278	883	494	15671	15857
1989	ES	3202009	Dores do Rio Preto	98	60	226	116	3229	3258
1989	ES	3202108	Ecoporanga	214	168	579	354	11418	10546
1989	ES	3202207	Fundão	96	105	319	237	6109	6036
1989	ES	3202256	Governador Lindenberg	NA	NA	NA	NA	NA	NA
1989	ES	3202306	Guaçuí	279	242	704	465	11177	11056
1989	ES	3202405	Guarapari	448	427	1287	1014	27611	27107
1989	ES	3202454	Ibatiba	175	113	558	272	6904	6845
